char_id,char_hanzi,pinyin,meaning,hsk_level
622,各,gè,"each, individually, every, all",3
623,神,shén,"spirit, god, supernatural being",3
624,总,zǒng,"collect; overall, altogether",3
625,何,hé,"what, why, where, which, how",3
626,反,fǎn,"reverse, opposite, contrary, anti",3
627,建,jiàn,"build, establish, erect, found",3
628,管,guǎn,"pipe, tube, duct; woodwind music",3
629,资,zī,property; wealth; capital,3
630,命,mìng,"life; destiny, fate, luck; an order, instruction",3
631,金,jīn,gold; metals in general; money,3
632,指,zhǐ,"finger, toe; point, indicate",3
633,区,qū,"area, district, region, ward",3
634,保,bǎo,"protect, safeguard, defend, care",3
635,至,zhì,"reach, arrive; extremely, very",3
636,形,xíng,"form, shape, appearance",3
637,社,shè,"god of the soil and altars to him; group of families; company, society",3
638,决,jué,"decide, determine, judge",3
639,展,zhǎn,"open, unfold; stretch, extend",3
640,基,jī,"foundation, base",3
641,界,jiè,"boundary, limit; domain; society; the world",3
642,达,dá,"arrive at, reach; intelligent; smooth, slippery",3
643,光,guāng,"light, brilliant, shine; only",3
644,强,qiáng,"strong, powerful, energetic",3
645,象,xiàng,"elephant; ivory; figure, image",3
646,设,shè,build; establish; display,3
647,式,shì,"style, system, formula, rule",3
648,品,pǐn,"article, product, commodity",3
649,类,lèi,"class, group, kind, category",3
650,据,jù,"to occupy, take possession of; a base, position",3
651,程,chéng,"journey, trip; schedule, agenda",3
652,死,sǐ,die; dead; death,3
653,张,zhāng,"stretch, extend, expand; sheet",3
654,规,guī,"rules, regulations, customs, law",3
655,格,gé,"pattern, standard, form; style",3
656,望,wàng,"to look at, look forward; to hope, expect",3
657,术,shù,"art, skill, special feat; method, technique",3
658,领,lǐng,"neck; collar; lead, guide",3
659,传,chuán,"summon; propagate, transmit",3
660,切,qiè,"cut, mince, slice, carve",3
661,导,dǎo,"direct, guide, lead, conduct",3
662,争,zhēng,"dispute, fight, contend, strive",3
663,步,bù,"step, pace; walk, stroll",3
664,根,gēn,"root, base(d on); foundation",3
665,造,zào,"construct, build, make, begin; prepare",3
666,联,lián,"connect, join; associate, ally",3
667,持,chí,"sustain, support; hold, grasp",3
668,每,měi,"every, each",3
669,济,jì,"help, aid, relieve; ferry, cross",3
670,亲,qīn,"relatives, parents; intimate the hazel nut or filbert tree a thorny tree",3
671,极,jí,"extreme, utmost, furthest, final",3
672,议,yì,"consult, talk over, discuss",3
673,证,zhèng,"prove, confirm, verify; proof",3
674,失,shī,"lose; make mistake, neglect",3
675,转,zhuǎn,"shift, move, turn",3
676,夫,fū,"man, male adult, husband; those",3
677,布,bù,"cotton cloth, textiles, linen",3
678,始,shǐ,"begin, start; then, only then",3
679,存,cún,"exist, live, be; survive; remain",3
680,台,tái,platform; unit; term of address,3
681,具,jù,"tool, implement; draw up, write",3
682,连,lián,"join, connect; continuous; even",3
683,调,diào,"transfer, move, change; tune",3
684,深,shēn,"deep; depth; far; very, extreme",3
685,团,tuán,"sphere, ball, circle; mass, lump",3
686,集,jí,"assemble, collect together",3
687,需,xū,"need, require, must",3
688,价,jià,"price, value",3
689,华,huá,flowery; illustrious; Chinese,3
690,城,chéng,"castle; city, town; municipality",3
691,石,shí,"stone, rock, mineral; rad. 112",3
692,整,zhěng,"orderly, neat, tidy; whole",3
693,况,kuàng,"condition, situation; furthermore",3
694,技,jì,"skill, ability, talent, ingenuity",3
695,约,yuē,"treaty, agreement, covenant",3
696,线,xiàn,"line, thread, wire; clue",3
697,似,shì,"resemble, similar to; as if, seem",3
698,断,duàn,"sever, cut off; interrupt",3
699,精,jīng,essence; semen; spirit,3
700,支,zhī,"disperse, pay; support; branch",3
701,消,xiāo,"vanish, die out; melt away",3
702,器,qì,"receptacle, vessel; instrument",3
703,容,róng,"looks, appearance; figure, form",3
704,增,zēng,"increase, add to, augment",3
705,功,gōng,"achievement, merit, good result",3
706,易,yì,change; easy,3
707,曾,céng,already; sign of past,3
708,除,chú,"eliminate, remove, except",3
709,农,nóng,"agriculture, farming; farmer",3
710,显,xiǎn,"manifest, display; evident, clear",3
711,李,lǐ,plum; judge; surname,3
712,标,biāo,"mark, symbol, label, sign; stand the bole of a tree",3
713,谈,tán,talk; conversation; surname,3
714,念,niàn,"think of, recall, study",3
715,历,lì,history; calendar,3
716,首,shǒu,"head; first; leader, chief; a poem",3
717,突,tū,"suddenly, abruptly, unexpectedly",3
718,专,zhuān,"monopolize, take sole possession",3
719,费,fèi,"expenses, expenditures, fee",3
720,尽,jǐn,"exhaust, use up; deplete",3
721,另,lìng,"another, separate, other",3
722,较,jiào,"compare; comparatively, more",3
723,注,zhù,"concentrate, focus, direct",3
724,仅,jǐn,"only, merely, solely, just",3
725,落,luò,"fall, drop; net income, surplus",3
726,武,wǔ,"military; martial, warlike",3
727,势,shì,"power, force; tendency",3
728,希,xī,"rare; hope, expect, strive for",3
729,古,gǔ,"old, classic, ancient",3
730,众,zhòng,"multitude, crowd; masses, public",3
731,土,tǔ,"soil, earth; items made of earth",3
732,某,mǒu,certain thing or person,3
733,足,zú,"foot; attain, satisfy, enough",3
734,派,pài,"school of thought, sect, branch",3
735,验,yàn,"test, examine, inspect; verify",3
736,责,zé,"duty, responsibility; to reproach, to blame",3
737,营,yíng,"encampment, barracks; manage",3
738,章,zhāng,"composition; chapter, section",3
739,志,zhì,"purpose, will, determination; annals",3
740,底,dǐ,"bottom, underneath, underside",3
741,防,fáng,defend; prevent; embankment,3
742,族,zú,"a family clan, ethnic group, tribe",3
743,效,xiào,"result, effect; effectiveness",3
744,续,xù,"continue, carry on; succeed",3
745,终,zhōng,"end; finally, in the end",3
746,紧,jǐn,"tense, tight, taut; firm, secure",3
747,绝,jué,"to cut, sever, break off, terminate",3
748,奇,qí,"strange, unusual, uncanny, occult",3
749,察,chá,"examine, investigate; notice",3
750,母,mǔ,mother; female elders; female,3
751,批,pī,"comment, criticize; wholesale",3
752,群,qún,"(same as 羣) group, crowd, multitude, mob",3
753,按,àn,"put hand on, press down with hand",3
754,围,wéi,"surround, encircle, corral",3
755,害,hài,"injure, harm; destroy, kill",3
756,双,shuāng,"set of two, pair, couple; both",3
757,境,jìng,"boundary, frontier; area, region",3
758,纪,jì,"record, annal, historical account",3
759,采,cǎi,"collect, gather; pick, pluck",3
760,父,fù,father; KangXi radical 88,3
761,朝,cháo,dynasty; morning,3
762,止,zhǐ,"stop, halt, desist; detain",3
763,值,zhí,price,3
764,仍,réng,"yet, still, as ever; again; keep -ing, continuing",3
765,破,pò,"break, ruin, destroy; rout",3
766,属,shǔ,"class, category, type; belong to",3
767,职,zhí,"duty, profession; office, post",3
768,速,sù,"quick, prompt, speedy",3
769,否,fǒu,"not, no, negative; final particle",3
770,状,zhuàng,form; appearance; shape; official,3
771,苦,kǔ,"bitter; hardship, suffering",3
772,创,chuàng,"establish, create; knife cut",3
773,预,yù,"prepare, arrange; in advance",3
774,继,jì,"continue, maintain, carry on",3
775,血,xuè,blood; radical number 143,3
776,伤,shāng,"wound, injury; fall ill from",3
777,初,chū,"beginning, initial, primary",3
778,卫,wèi,"guard, protect, defend",3
779,险,xiǎn,"narrow pass, strategic point",3
780,待,dài,"treat, entertain, receive; wait",3
781,环,huán,jade ring or bracelet; ring,3
782,福,fú,"happiness, good fortune, blessing",3
783,警,jǐng,"guard, watch; alert, alarm",3
784,充,chōng,"fill, be full, supply",3
785,负,fù,"load, burden; carry, bear",3
786,木,mù,"tree; wood, lumber; wooden",3
787,龙,lóng,dragon; symbolic of emperor,3
788,范,fàn,surname; bee-like insect,3
789,村,cūn,"village, hamlet; uncouth, vulgar",3
790,哈,hā,sound of laughter,3
791,演,yǎn,"perform, put on; exercise",3
792,简,jiǎn,"simple, terse, succinct, a letter",3
793,判,pàn,judge; discriminate; conclude,3
794,退,tuì,"step back, retreat, withdraw",3
795,积,jī,"accumulate, store up, amass",3
796,痛,tòng,"pain, ache; sorry, sad; bitter",3
797,富,fù,"abundant, ample; rich, wealthy",3
798,配,pèi,"match, pair; equal; blend",3
799,修,xiū,study; repair; cultivate,3
800,皮,pí,"skin, hide, fur, feather; outer",3
801,胜,shèng,"victory; excel, be better than",3
802,坚,jiān,"hard, strong, firm; resolute",3
803,善,shàn,"good, virtuous, charitable, kind",3
804,压,yā,press; oppress; crush; pressure,3
805,乱,luàn,"confusion, state of chaos, revolt",3
806,追,zhuī,"pursue, chase after; expel",3
807,宣,xuān,"declare, announce, proclaim",3
808,优,yōu,"superior, excellent; actor",3
809,怪,guài,"strange, unusual, peculiar",3
810,香,xiāng,"fragrant, sweet smelling, incense",3
811,艺,yì,"art; talent, ability; craft",3
812,概,gài,"generally, approximately",3
813,顿,dùn,"pause, stop; bow, kowtow; arrange",3
814,敢,gǎn,"to dare, venture; bold, brave",3
815,烈,liè,"fiery, violent, vehement, ardent",3
816,评,píng,"appraise, criticize, evaluate",3
817,景,jǐng,"scenery, view; conditions",3
818,互,hù,"mutually, reciprocally",3
819,付,fù,"give, deliver, pay, hand over; entrust",3
820,危,wēi,"dangerous, precarious; high",3
821,丽,lì,"beautiful, magnificent, elegant",3
822,升,shēng,"arise, go up; hoist; advance",3
823,架,jià,"rack, stand, prop; prop up",3
824,沙,shā,"sand, gravel, pebbles; granulated",3
825,杂,zá,"mixed, blended; mix, mingle",3
826,误,wù,"err, make mistake; interfere",3
827,屋,wū,"house; room; building, shelter",3
828,散,sàn,"scatter, disperse, break up",3
829,困,kùn,"to surround, beseige; to be surrounded; difficult",3
830,救,jiù,"save, rescue, relieve; help, aid",3
831,缺,quē,"be short of, lack; gap, deficit",3
832,娘,niáng,mother; young girl; woman; wife,3
833,恐,kǒng,"fear; fearful, apprehensive",3
834,幸,xìng,"luck(ily), favor, fortunately",3
835,赶,gǎn,"pursue, follow; expel, drive away",3
836,剧,jù,"theatrical plays, opera, drama",3
837,旧,jiù,"old, ancient; former, past",3
838,录,lù,"copy, write down, record",3
839,乡,xiāng,country; rural; village,3
840,输,shū,"transport, carry, haul",3
841,婚,hūn,"get married; marriage, wedding",3
842,补,bǔ,"mend, patch, fix, repair, restore",3
843,材,cái,"material, stuff; timber; talent",3
844,厂,chǎng,"factory, workshop; radical 27",3
845,烟,yān,"smoke, soot; opium; tobacco, cigarettes",3
846,抓,zhuā,"scratch; clutch, seize, grab",3
847,姑,gū,"paternal aunt, husband's sister",3
848,束,shù,"bind, control, restrain; bale",3
849,跳,tiào,"jump, leap, vault, bounce; dance",3
850,础,chǔ,"foundation stone, plinth",3
851,训,xùn,"teach, instruct; exegesis",3
852,握,wò,"grasp, hold fast, take by hand",3
853,戏,xì,"theatrical play, show",3
854,访,fǎng,"visit; ask, inquire",3
855,齐,qí,"even, uniform, of equal length",3
856,赛,sài,"compete, contend; contest, race",3
857,刀,dāo,knife; old coin; measure,3
858,伟,wěi,"great, robust; extraordinary",3
859,麻,má,"hemp, jute, flax; sesame",3
860,舞,wǔ,"dance, posture, prance; brandish",3
861,迷,mí,"bewitch, charm, infatuate",3
862,拍,pāi,"clap, tap, beat; beat or rhythm",3
863,订,dìng,draw up agreement; arrange,3
864,彩,cǎi,"hue, color; variegated colors",3
865,浪,làng,"wave; wasteful, reckless",3
866,币,bì,"currency, coins, legal tender",3
867,丰,fēng,"abundant, lush, bountiful, plenty",3
868,巧,qiǎo,"skillful, ingenious, clever",3
869,冒,mào,"risk, brave, dare",3
870,挂,guà,"hang, suspend; suspense",3
871,烦,fán,"bother, vex, trouble; troublesome",3
872,牌,pái,"signboard, placard",3
873,庆,qìng,"congratulate, celebrate",3
874,播,bō,"sow, spread; broadcast; cast away, reject",3
875,桥,qiáo,"bridge; beam, crosspiece",3
876,羊,yáng,"sheep, goat; KangXi radical 123",3
877,箱,xiāng,"case, box, chest, trunk",3
878,媒,méi,"go-between, matchmaker; medium",3
879,汤,tāng,"hot water; soup, gravy, broth",3
880,祝,zhù,pray for happiness or blessings,3
881,邮,yóu,"postal, mail; post office",3
882,暖,nuǎn,"warm, genial",3
883,糖,táng,sugar; candy; sweets,3
884,猪,zhū,"pig, hog, wild boar",3
885,搬,bān,"transfer, move, remove, shift",3
886,赢,yíng,"win; surplus, gain, profit",3
887,胖,pàng,"fat, obese; fatty",3
888,甜,tián,"sweet, sweetness",3
889,吵,chǎo,"argue, dispute; disturb, annoy",3
890,裤,kù,"trousers, pants",3
891,衫,shān,shirt; robe; gown; jacket,3
892,啡,fēi,morphine; coffee,3
893,咖,kā,coffee; a phonetic,3
894,裙,qún,"skirt, apron, petticoat",3
895,苹,píng,artemisia; duckweed; apple,3
896,衬,chèn,underwear; inner garments,3
897,汁,zhī,"juice, liquor, fluid, sap, gravy, sauce",3
898,泳,yǒng,dive; swim,3
899,啤,pí,beer,3
900,蕉,jiāo,banana; plantain,3
901,之,zhī,"marks preceding phrase as modifier of following phrase; it, him her, them; go to",4
902,无,wú,"negative, no, not; KangXi radical 71",4
903,与,yǔ,"and; with; to; for; give, grant",4
904,战,zhàn,"war, fighting, battle",4
905,政,zhèng,"government, political affairs",4
906,统,tǒng,"govern, command, control; unite",4
907,治,zhì,"govern, regulate, administer",4
908,则,zé,"rule, law, regulation; grades",4
909,却,què,"still, but; decline; retreat",4
910,即,jí,"promptly, quickly, immediately",4
911,权,quán,"power, right, authority",4
912,林,lín,"forest, grove; surname",4
913,士,shì,"scholar, gentleman; soldier",4
914,未,wèi,not yet; 8th terrestrial branch,4
915,兵,bīng,"soldier, troops",4
916,质,zhì,"matter, material, substance",4
917,府,fǔ,prefecture; prefect; government,4
918,亚,yà,Asia; second,4
919,究,jiū,"examine, investigate",4
920,官,guān,"official, public servant",4
921,研,yán,"grind, rub; study, research",4
922,企,qǐ,plan a project; stand on tiptoe,4
923,史,shǐ,"history, chronicle, annals",4
924,乎,hū,interrogative or exclamatory final particle,4
925,阿,ā,"prefix used before monosyllabic names, kinship terms etc to indicate familiarity",4
926,引,yǐn,"to pull, draw out, attract; to stretch",4
927,局,jú,"bureau, office; circumstance",4
928,列,liè,"a line; to arrange in order, classify",4
929,构,gòu,"frame, building, structure",4
930,投,tóu,"throw, cast, fling, pitch; jump",4
931,案,àn,"table, bench; legal case",4
932,维,wéi,"maintain, preserve, safeguard",4
933,敌,dí,"enemy, foe, rival; resist",4
934,致,zhì,"send, deliver, present; cause",4
935,律,lǜ,"statute, principle, regulation",4
936,严,yán,"strict, rigorous, rigid; stern",4
937,巴,bā,"greatly desire, anxiously hope",4
938,供,gōng,"supply, provide for; offer in worship",4
939,施,shī,"grant, bestow; give; act; name",4
940,型,xíng,"pattern, model, type; law; mold",4
941,料,liào,"consider, conjecture; materials, ingredients",4
942,依,yī,"rely on, be set in; consent, obey a wish",4
943,项,xiàng,"neck, nape of neck; sum; funds",4
944,江,jiāng,large river; yangzi; surname,4
945,斗,dòu,Chinese peck; liquid measure,4
946,密,mì,"dense, thick, close; intimate",4
947,细,xì,"fine, tiny; slender, thin",4
948,限,xiàn,"boundary, limit, line",4
949,率,lǜ,to lead; ratio; rate; limit,4
950,甚,shén,great extent; considerably,4
951,独,dú,"alone, single, solitary, only",4
952,承,chéng,"inherit, receive; succeed",4
953,益,yì,"profit, benefit; advantage",4
954,微,wēi,"small, prefix micro-, trifling",4
955,惊,jīng,"frighten, surprise, startle",4
956,源,yuán,"spring; source, head; surname",4
957,述,shù,"narrate, state, express",4
958,陆,lù,"land, continental; army",4
959,置,zhì,"place, lay out; set aside",4
960,居,jū,"live, dwell, reside, sit",4
961,财,cái,"wealth, valuables, riches",4
962,雷,léi,thunder,4
963,获,huò,"obtain, get, receive; seize",4
964,模,mó,"model, standard, pattern; copy",4
965,疑,yí,"doubt, question, suspect",4
966,冲,chōng,soar; pour boiling water over,4
967,竟,jìng,"finally, after all, at last",4
968,激,jī,"arouse, excite, incite; quickly",4
969,担,dān,"carry, bear, undertake",4
970,既,jì,already; de facto; since; then,4
971,余,yú,"I, my, me; surname; surplus",4
972,征,zhēng,"invade, attack, conquer",4
973,挥,huī,direct; wipe away; squander,4
974,降,jiàng,"descend, fall, drop; lower, down",4
975,阶,jiē,"stairs, steps; rank, degree",4
976,沉,chén,"sink, submerge; addicted to",4
977,免,miǎn,spare; excuse from; evade,4
978,怀,huái,"bosom, breast; carry in bosom",4
979,航,háng,"sail; navigate; ship, boat",4
980,著,zhe,manifest; (Cant.) to wear,4
981,阵,zhèn,"column, row or file of troops",4
982,恶,è,"evil, wicked, bad, foul",4
983,守,shǒu,"defend, protect, guard, conserve",4
984,户,hù,door; family,4
985,宝,bǎo,"treasure, jewel; precious, rare",4
986,释,shì,"interprete, elucidate; release",4
987,登,dēng,"rise, mount, board, climb",4
988,货,huò,"goods, commodities, products",4
989,暗,àn,"dark; obscure; in secret, covert",4
990,良,liáng,"good, virtuous, respectable",4
991,序,xù,"series, serial order, sequence",4
992,临,lín,"draw near, approach; descend",4
993,呼,hū,"breathe sigh, exhale; call, shout",4
994,括,kuò,"include, embrace, enclose",4
995,减,jiǎn,"decrease, subtract, diminish",4
996,编,biān,"knit, weave; arrange; compile",4
997,测,cè,"measure, estimate, conjecture",4
998,败,bài,"be defeated, decline, fail",4
999,梦,mèng,dream; visionary; wishful,4
1000,渐,jiàn,gradually,4
1001,县,xiàn,"county, district, subdivision",4
1002,尚,shàng,"still, yet; even; fairly, rather",4
1003,毫,háo,fine hair; measure of length,4
1004,移,yí,"change place, shift; move about",4
1005,智,zhì,"wisdom, knowledge, intelligence",4
1006,耳,ěr,"ear; merely, only; handle",4
1007,遗,yí,lose; articles lost; omit,4
1008,固,gù,"to become solid, solidify; strength",4
1009,席,xí,seat; mat; take seat; banquet,4
1010,松,sōng,pine tree; fir tree,4
1011,秘,mì,"secret, mysterious, abstruse",4
1012,遇,yù,"meet, come across, encounter",4
1013,虑,lǜ,"be concerned, worry about",4
1014,均,jūn,"equal, even, fair; all, also",4
1015,销,xiāo,"melt, fuse; market, sell",4
1016,诗,shī,"poetry; poem, verse, ode",4
1017,巨,jù,"large, great, enormous; chief",4
1018,叶,yè,"to harmonize, to rhyme; to unite; (borrowed for) leaf",4
1019,附,fù,"adhere to, append; rely on near to",4
1020,吸,xī,"inhale, suck in; absorb; attract",4
1021,呀,ya,particle used to express surprise or mild emphasis; (Cant.) slurred form of the number ten,4
1022,妇,fù,married women; woman; wife,4
1023,归,guī,"return; return to, revert to",4
1024,含,hán,hold in mouth; cherish; contain,4
1025,摇,yáo,"wag, swing, wave; shake; scull",4
1026,招,zhāo,"beckon, summon; recruit, levy",4
1027,脱,tuō,take off,4
1028,谓,wèi,"say, tell; call, name; be called",4
1029,疗,liáo,"be healed, cured, recover",4
1030,逐,zhú,"chase, expel; one by one",4
1031,鲜,xiān,fresh; delicious; attractive,4
1032,择,zé,"select, choose, pick out",4
1033,寻,xún,"seek, search, look for; ancient",4
1034,授,shòu,"give to, transmit; confer",4
1035,载,zài,"load; carry; transport, convey",4
1036,禁,jìn,"restrict, prohibit, forbid",4
1037,避,bì,avoid; turn aside; escape; hide,4
1038,孙,sūn,"grandchild, descendent; surname",4
1039,牙,yá,"tooth, molars, teeth; serrated",4
1040,顶,dǐng,"top, summit, peak; to carry on the head",4
1041,玉,yù,"jade, precious stone, gem",4
1042,迫,pò,"coerce, force, compel; urgent",4
1043,卷,juǎn,scroll; curl; make a comeback,4
1044,宁,níng,"calm, peaceful, serene; healthy",4
1045,翻,fān,"flip over, upset, capsize",4
1046,森,sēn,forest; luxuriant vegetation,4
1047,默,mò,"silent; quiet, still; dark",4
1048,骨,gǔ,"bone; skeleton; frame, framework",4
1049,弱,ruò,"weak; fragile, delicate",4
1050,伙,huǒ,"companion, colleague; utensils",4
1051,盘,pán,"tray, plate, dish; examine",4
1052,扩,kuò,"expand, enlarge, stretch",4
1053,盖,gài,"cover, hide, protect",4
1054,稳,wěn,"stable, firm, solid, steady",4
1055,刺,cì,"stab; prick, irritate; prod",4
1056,趣,qù,"interesting, to interest",4
1057,冰,bīng,ice; ice-cold,4
1058,窗,chuāng,window,4
1059,醒,xǐng,wake up; sober up; startle,4
1060,妻,qī,wife,4
1061,透,tòu,"penetrate, pass through",4
1062,购,gòu,"buy, purchase; hire",4
1063,替,tì,"change, replace, substitute for",4
1064,扬,yáng,"scatter, spread; praise",4
1065,途,tú,"way, road, path, journey; course",4
1066,兄,xiōng,elder brother,4
1067,迅,xùn,"quick, hasty, rapid, sudden",4
1068,毕,bì,"end, finish, conclude; completed",4
1069,轮,lún,"wheel; revolve, turn; recur",4
1070,促,cù,"urge, press, hurry; close",4
1071,延,yán,"delay, postpone, defer",4
1072,申,shēn,"to state to a superior, report; extend; 9th terrestrial branch",4
1073,缓,huǎn,"slow, leisurely; to postpone, delay",4
1074,闪,shǎn,"flash; avoid, dodge, evade",4
1075,售,shòu,sell,4
1076,针,zhēn,needle; pin; tack; acupuncture,4
1077,络,luò,"enmesh, wrap around; web, net",4
1078,抱,bào,"embrace, hold in arms, enfold",4
1079,植,zhí,"plant, trees, plants; grow",4
1080,纯,chún,"pure, clean, simple",4
1081,折,zhé,"break off, snap; bend",4
1082,贝,bèi,"sea shell; money, currency",4
1083,秀,xiù,"ear of grain; flowering, luxuriant; refined, elegant, graceful",4
1084,圆,yuán,"circle; round, circular; complete",4
1085,措,cuò,"place; collect, arrange; employ",4
1086,培,péi,bank up with dirt; cultivate,4
1087,诚,chéng,"sincere, honest; true, real",4
1088,宽,kuān,"broad, wide; spacious, vast",4
1089,摆,bǎi,"put, place; display; swing, sway",4
1090,操,cāo,"conduct, run, control, manage",4
1091,阻,zǔ,"impede, hinder, obstruct; oppose",4
1092,抽,chōu,"draw out, pull out; sprout",4
1093,赞,zàn,"help, support, assist, aid",4
1094,纷,fēn,"in disorder, scattered, tangled",4
1095,汇,huì,"concourse; flow together, gather",4
1096,殊,shū,"different, special, unusual",4
1097,译,yì,translate; decode; encode,4
1098,烧,shāo,burn; bake; heat; roast,4
1099,距,jù,"at a distance of, distance, to be apart",4
1100,符,fú,"i.d. tag, tally, symbol, charm",4
1101,勇,yǒng,"brave, courageous, fierce",4
1102,召,zhào,imperial decree; summon,4
1103,戴,dài,wear on top; support,4
1104,童,tóng,"child, boy, servant boy; virgin",4
1105,奖,jiǎng,"prize, reward; give award to",4
1106,厚,hòu,thick; substantial; greatly,4
1107,彻,chè,"penetrate, pervade; penetrating",4
1108,丈,zhàng,"unit of length equal 3.3 meters; gentleman, man, husband",4
1109,描,miáo,"copy, trace, sketch; depict",4
1110,镜,jìng,mirror; lens; glass; glasses,4
1111,闭,bì,"shut, close; obstruct, block up",4
1112,奋,fèn,"strive, exert effort; arouse",4
1113,泪,lèi,"tears; weep, cry",4
1114,季,jì,quarter of year; season; surname,4
1115,尾,wěi,"tail, extremity; end, stern",4
1116,虫,chóng,"insects, worms; KangXi radical 142",4
1117,淡,dàn,"weak, watery; insipid, tasteless",4
1118,寒,hán,"cold, wintry, chilly",4
1119,伴,bàn,"companion, comrade, partner; accompany",4
1120,潮,cháo,"tide; moist, wet, damp; flow",4
1121,粮,liáng,"food, grain, provisions",4
1122,缩,suō,"contract, draw in, reduce",4
1123,聚,jù,"assemble, meet together, collect",4
1124,挑,tiāo,a load carried on the shoulders; to carry,4
1125,袋,dài,"pocket, bag, sack, pouch",4
1126,映,yìng,project; reflect light,4
1127,隔,gé,"separate, partition",4
1128,闹,nào,quarrel; dispute hotly,4
1129,穷,qióng,"poor, destitute, impoverished",4
1130,码,mǎ,"number, numerals; yard; symbol",4
1131,婆,pó,old woman; grandmother,4
1132,俗,sú,"social customs; vulgar, unrefined",4
1133,辩,biàn,"dispute, argue, debate, discuss",4
1134,胸,xiōng,"breast, bosom, chest; thorax",4
1135,劲,jìn,"strong, unyielding, tough, power",4
1136,圈,quān,to circle; a circle; corral,4
1137,摸,mō,gently touch with hand; caress,4
1138,迟,chí,"late, tardy; slow; delay",4
1139,矿,kuàng,"mine; mineral, ore",4
1140,倍,bèi,"times, fold, multiple times",4
1141,粗,cū,"rough, thick, course; rude",4
1142,叔,shū,"uncle, father's younger brother; husband's younger brother",4
1143,综,zōng,arrange threads for weaving,4
1144,薄,báo,"thin, slight, weak; poor, stingy",4
1145,扫,sǎo,"sweep, clear away; exterminate",4
1146,赏,shǎng,"reward, grant, bestow; appreciate",4
1147,贴,tiē,"paste to, stick on; attached to",4
1148,酸,suān,"tart, sour; acid; stiff; spoiled",4
1149,郎,láng,"gentleman, young man; husband",4
1150,腰,yāo,waist; kidney,4
1151,尺,chǐ,"a Chinese foot, one-third of a meter; a ruler",4
1152,趋,qū,"hasten, hurry; be attracted to",4
1153,阅,yuè,"examine, inspect, review, read",4
1154,递,dì,"hand over, deliver; substitute",4
1155,燃,rán,"burn; light fire, ignite",4
1156,俩,liǎ,"two, pair",4
1157,腐,fǔ,"rot, decay, spoil; rotten",4
1158,幼,yòu,"infant, young child; immature",4
1159,浓,nóng,"thick, strong, concentrated",4
1160,躺,tǎng,"lie down, recline",4
1161,寄,jì,"send, transmit, mail; rely on",4
1162,肥,féi,"fat, plump, obese; fertile",4
1163,泉,quán,"spring, fountain; wealth, money",4
1164,弯,wān,"bend, curve",4
1165,梯,tī,"ladder, steps, stairs; lean",4
1166,浅,qiǎn,"shallow, not deep; superficial",4
1167,湿,shī,"wet, moist, humid, damp; illness",4
1168,帽,mào,"hat, cap; cap-like tops",4
1169,擦,cā,"wipe, scrub, rub, scour; brush",4
1170,炼,liàn,"smelt, refine; distill, condense",4
1171,豆,dòu,"beans, peas; bean-shaped",4
1172,肚,dù,belly; abdomen; bowels,4
1173,刷,shuā,"brush; clean with brush, scrub",4
1174,瓜,guā,"melon, gourd, cucumber; rad. 97",4
1175,址,zhǐ,"site, location, land for house",4
1176,盐,yán,salt,4
1177,帅,shuài,"commander, commander-in-chief",4
1178,寸,cùn,"inch; small, tiny; KangXi radical 41",4
1179,聊,liáo,"somewhat, slightly, at least",4
1180,填,tián,"fill in, fill up; make good",4
1181,矮,ǎi,"short, dwarf; low",4
1182,塑,sù,"model in clay, sculpt; plastics",4
1183,棵,kē,numerary adjunct for trees,4
1184,伞,sǎn,"umbrella, parasol, parachute",4
1185,抄,chāo,"copy, confiscate, seize",4
1186,厘,lí,thousandth part of tael,4
1187,巾,jīn,kerchief; towel; turban; KangXi radical number 50,4
1188,堵,dǔ,"wall; stop, prevent; stop up",4
1189,姨,yí,"mother's sister, aunt",4
1190,笨,bèn,"foolish, stupid, dull; awkward",4
1191,裹,guǒ,"wrap, bind; encircle, confine",4
1192,辣,là,"peppery, pungent, hot; cruel",4
1193,咸,xián,"together; all, completely; united",4
1194,锻,duàn,"forge metal; temper, refine",4
1195,垃,lā,"garbage, refuse, waste",4
1196,晒,shài,"dry in sun, expose to sun",4
1197,圾,jī,"garbage, rubbish; shaking; danger",4
1198,逛,guàng,"ramble, stroll, roam, wander",4
1199,暑,shǔ,hot,4
1200,袜,wà,"socks, stockings",4
1201,军,jūn,"army, military; soldiers, troops",5
1202,尔,ěr,"you; that, those; final particle",5
1203,德,dé,"ethics, morality, virtue",5
1204,令,lìng,"to order, to command, an order",5
1205,击,jī,"strike, hit, beat; attack, fight",5
1206,委,wěi,"appoint, send, commission",5
1207,革,gé,"leather, animal hides; rad. 177",5
1208,织,zhī,"weave, knit; organize, unite",5
1209,杀,shā,"kill, slaughter, murder; hurt",5
1210,弹,dàn,"pellet, bullet, shot, shell",5
1211,劳,láo,"labor, toil, do manual work",5
1212,射,shè,"shoot, eject, issue forth, emit",5
1213,协,xié,be united; cooperate,5
1214,执,zhí,hold in hand; keep; carry out,5
1215,控,kòng,"accuse, charge; control",5
1216,托,tuō,"to hold up with palm; to support, rely on",5
1217,央,yāng,"center, conclude, run out; beg",5
1218,索,suǒ,"large rope, cable; rules, laws; to demand, to exact; to search, inquire; isolated",5
